source_index,proposition_id,house,type,number,year,title,old_severity,old_structural_type,old_assessments,issues,action,proposed
45,alrs:disp-e-sobre-o-uso-de-assinatu,alrs,pl,1,2026,"Dispõe sobre o uso de assinaturas eletrônicas para os fins do artigo 68, incisos I e II, da Constituição do Estado do Rio Grande do Sul e dá outras providências.(SEI 5782-0100/21-1)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
46,alrs:altera-a-lei-complementar-n-,alrs,pl,1,2026,"Altera a Lei Complementar n.º 15.224, de 10 de setembro de 2018, que cria o Programa de Incentivo ao Aparelhamento da Segurança Pública do Estado do Rio Grande do Sul – PISEG/RS.(SEI 10776-0100/23-7)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
47,alrs:institui-a-regi-o-tur-stica-va,alrs,pl,1,2026,"Institui a Região Turística Vale Germânico no Estado do Rio Grande do Sul, e dá outras providências.(SEI 7484-0.100/21-7)(Requerimento tramitação ordinária)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
48,alrs:institui-o-plano-estadual-de-r,alrs,pl,1,2026,"Institui o Plano Estadual de Redução de Mortes e Acidentes no Trânsito, no Estado do Rio Grande do Sul. (SEI 6247-0100/20-6)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
49,alrs:estabelece-diretrizes-sobre-o-,alrs,pl,1,2026,"Estabelece diretrizes sobre o pagamento de indenização ao Estado do Rio Grande do Sul, realizado por agentes públicos e proveniente de danos materiais causados na condução de viaturas públicas ou veículos de socorro e/ou salvamento, em decorrência da prestação de serviço público de urgência e/ou emergência, e dá outras providências. (SEI 13284-01.00/23-4)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
50,alrs:disp-e-sobre-a-pol-tica-de-tra,alrs,pl,1,2026,"Dispõe sobre a Política de Transparência da Operação, Manutenção e Medidas de Segurança das Barragens, no âmbito do Estado do Rio Grande do Sul. (SEI 14373-0100/23-5)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
51,alrs:regulamenta-a-colheita-do-pinh,alrs,pl,1,2026,Regulamenta a colheita do pinhão no Estado do Rio Grande do Sul. (SEI 4790-0100/22-9),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
52,alrs:institui-o-conselho-estadual-d,alrs,pl,1,2026,Institui o Conselho Estadual de Acompanhamento e Controle Social do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - CACS-Fundeb.(SEI 6203-01.00/22-4),3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
53,alrs:disp-e-sobre-o-uso-do-nome-soc,alrs,pl,1,2026,"Dispõe sobre o uso do nome social nas certidões de óbito de pessoas trans, travestis e não binárias no âmbito do estado do Rio Grande do Sul e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | JUDGMENT_MISMATCH_WITH_CORRECTED_MATRIX | WRONG_SEVERITY:4->3 | DUPLICATE_OF_CANONICAL_MATTER,REMOVE_DUPLICATE,"{""canonical_key"": ""alrs|pl|27|2024""}"
54,alrs:disp-e-sobre-a-substitui-o-da,alrs,pl,1,2026,Dispõe sobre a substituição da energia tradicional por energia solar fotovoltaica nos prédios públicos do Estado do Rio Grande do Sul. (SEI 6811.0100/20-3),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
55,alrs:institui-o-programa-para-atend,alrs,pl,1,2026,"Institui o Programa para Atendimento de Órfãos de Servidores Públicos integrante das carreiras da Segurança Pública, mortos em serviço ou em razão dele no Estado do Rio Grande do Sul. (SEI 14805-0100/23-9)",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | JUDGMENT_MISMATCH_WITH_CORRECTED_MATRIX,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|449|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
56,alrs:altera-a-lei-n-14-183-de-28-,alrs,pl,1,2026,"Altera a Lei nº 14.183, de 28 de dezembro de 2012, que dispõe sobre o Plano de Carreira e Vencimentos e reorganiza o Quadro de Cargos de Provimento Efetivo e os cargos em comissão e funções gratificadas da Fundação Orquestra Sinfônica de Porto Alegre - FOSPA e dá outras providências, e a Lei nº 15.935, de 1º de janeiro de 2023, que institui o Novo Quadro Geral dos Cargos em Comissão e Funções Grat",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
57,alrs:cria-o-programa-emergencial-de,alrs,pl,1,2026,"Cria o Programa Emergencial de Compensações do Serviço Público Delegado de Transporte Metropolitano Coletivo de Passageiros e dos Aglomerados Urbanos do Estado do Rio Grande do Sul, definido como essencial pelo art. 2º, da Lei nº 11.127, de 9 de fevereiro de 1998, como medida para atenuar os efeitos do estado de emergência decorrente da elevação extraordinária e imprevisível dos preços do petróleo",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
58,alrs:institui-no-mbito-da-adminis,alrs,pl,1,2026,"Institui, no âmbito da administração pública estadual, o Estatuto Estadual da Microempresa, Empresa de Pequeno Porte e Microempreendedor Individual, e dá outras providências.(SEI 6919-0.100/21-1)",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
59,alrs:altera-a-reda-o-do-artigo-259,alrs,pl,1,2026,Altera a redação do artigo 259 da Constituição do Estado do Rio Grande do Sul.(SEI 5816.0100/20-0),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
60,alrs:altera-o-par-grafo-nico-do-ar,alrs,pl,1,2026,Altera o parágrafo único do artigo 235 da Constituição do Estado do Rio Grande do Sul (SEI 14506-0100/23-7),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
61,alrs:institui-a-obrigatoriedade-do-,alrs,pl,1,2026,"Institui a obrigatoriedade do teste do bracinho nas consultas pediátricas em crianças a partir de 03 (três) anos de idade, atendidas pela rede pública estadual de saúde no âmbito do Estado do Rio Grande do Sul.(SEI 8697-01.00/23-7)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|238|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
62,alrs:altera-a-lei-n-6-537-de-27-d,alrs,pl,1,2026,"Altera a Lei nº 6.537, de 27 de fevereiro de 1973, que dispõe sobre o procedimento tributário administrativo e dá outras providências, e a Lei nº 8.820, de 27 de janeiro de 1989, que institui o Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação e dá outras providências. 
(SEI 3399-01.00/21-5)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
63,alrs:institui-a-pol-tica-estadual-p,alrs,pl,1,2026,Institui a Política Estadual para Diagnóstico Precoce e Tratamento da Psoríase na Rede de Atenção à Saúde das pessoas com doenças crônicas no âmbito do Estado do Rio Grande do Sul. (SEI 6916-0100/20-5),3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
64,alrs:institui-mecanismo-de-controle,alrs,pl,1,2026,"Institui mecanismo de controle sobre provisões de encargos trabalhistas a serem pagos às empresas contratadas para prestar serviços de forma contínua, no âmbito do Estado do Rio Grande do Sul. (SEI 8906-01.00/21-6)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
65,alrs:altera-a-lei-n-13-467-de-15-,alrs,pl,1,2026,"Altera a Lei nº 13.467, de 15 de junho de 2010, que dispõe sobre a adoção de medidas de defesa sanitária animal no âmbito do Estado e dá outras providências e institui o Programa Recuperação de Créditos e Saneamento de Infrações. (SEI 11608-0100/22-0)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
66,alrs:cria-o-aux-lio-emergencial-de-,alrs,pl,1,2026,"Cria o Auxílio Emergencial de Operação e Custeio do Serviço Público de Transporte Metropolitano Coletivo de Passageiros e dos Aglomerados Urbanos do Estado do Rio Grande do Sul, definido como essencial pelo art. 2º, da Lei nº 11.127, de 9 de fevereiro de 1998, em função da emergência em saúde pública decorrente da pandemia da COVID-19.(SEI 10247-01.00/21-7)",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
67,alrs:altera-a-lei-n-10-116-de-23-,alrs,pl,1,2026,"Altera a Lei nº 10.116, de 23 de março de 1994, que institui a Lei do Desenvolvimento Urbano, que dispõe sobre os critérios e requisitos mínimos para a definição e delimitação de áreas urbanas e de expansão urbana, sobre as diretrizes e normas gerais de parcelamento do solo para fins urbanos, sobre a elaboração de planos e de diretrizes gerais de ocupação do território pelos municípios e dá outras",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
68,alrs:altera-a-lei-n-15-760-de-15-,alrs,pl,1,2026,"Altera a Lei nº 15.760, de 15 de dezembro de 2021, que institui o Programa Todo Jovem na Escola e dispõe sobre o pagamento de Bolsa Auxílio de Permanência Estudantil. (SEI 16656-0100/23-9)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
69,alrs:altera-a-resolu-o-n-3-005-,alrs,pl,1,2026,"Altera a Resolução n.º 3.005, de 29 de novembro de 2007, que institui o Prêmio Zumbi dos Palmares, a ser conferido, anualmente, pela Assembleia Legislativa do Estado do Rio Grande do Sul e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
70,alrs:altera-a-lei-n-13-320-de-21,alrs,pl,1,2026,"Altera a Lei nº. 13.320, de 21 de dezembro de 2009, que consolida a legislação relativa à pessoa com deficiência no Estado do Rio Grande do Sul. (SEI 14042-0100/23-2)",3,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|413|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
71,alrs:altera-a-lei-n-14-733-de-15-,alrs,pl,1,2026,"Altera a Lei nº 14.733, de 15 de setembro de 2015, que dispõe sobre a estrutura administrativa e diretrizes do Poder Executivo do Estado do Rio Grande do Sul e dá outras providências; a Lei Complementar nº 10.098, de 3 de fevereiro de 1994, que dispõe sobre o estatuto e regime jurídico único dos servidores públicos civis do Estado do Rio Grande do Sul; a Lei nº 11.127, de 09 de fevereiro de 1998,",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
72,alrs:disp-e-sobre-a-reserva-de-vaga,alrs,pl,1,2026,Dispõe sobre a reserva de vagas para negros nos concursos públicos do Poder Judiciário do Estado do Rio Grande do Sul.(SEI 5407.0100/20-8),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
73,alrs:disp-e-sobre-a-contrata-o-de-,alrs,pl,1,2026,"Dispõe sobre a contratação de prestação de serviços de terceirização de mão de obra e serviços técnicos profissionais especializados para órgãos da administração pública direta, indireta, autárquicas e fundacional, empresas públicas, sociedades de economia mista no âmbito do Estado do Rio Grande do Sul e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
74,alrs:altera-a-lei-n-15-934-de-1-d,alrs,pl,1,2026,"Altera a Lei nº 15.934, de 1 de janeiro de 2023, que dispõe sobre a estrutura administrativa e diretrizes do Poder Executivo do Estado do Rio Grande do Sul e dá outras providências, e a Lei nº 15.935, de 1 de janeiro de 2023, que institui o Novo Quadro Geral dos Cargos em Comissão e Funções Gratificadas do Poder Executivo, regulamenta a gratificação pelo exercício de direção e de vice-direção de E",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
